input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched
https://googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128610,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:20:09Z,2023-07-31T08:20:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9a2e3bdb59e5e95d228e75d310a78882,d790862c00287a7090cf7874aa239d58ff9b46c2cc3a3226a087a0ecec752270,True,ctls,marketingplatform.google.com,,443,https://googleads.g.doubleclick.net:443,https,sffe,text/html,GET,142.250.186.66,/,-1184133586,2a00:1450:4001:82f::2002,HTTP/3,2179,False,,https://marketingplatform.google.com/about/enterprise/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://h.online-metrix.net,,400,11,h.online-metrix.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-09T14:47:15Z,2024-01-23T14:46:15Z,"C=US, ST=Georgia, L=Alpharetta, O=LexisNexis Risk Solutions FL Inc., CN=h.online-metrix.net",h.online-metrix.net,LexisNexis Risk Solutions FL Inc.,h.online-metrix.net,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",b32738f80408204f3cae08a7d4e0b635,cf2f522eef44e5a699a10b7d1064972bd8e17a09482ec02f16fa7aec00f6360e,,ctls,h.online-metrix.net,,443,https://h.online-metrix.net:443,https,Apache,text/html,GET,91.235.132.130,/,-1840324437,91.235.132.130,HSTS,1,False,,,,
https://hcaptcha.com,hCaptcha - Stop more bots. Start protecting privacy.,200,84506,www.hcaptcha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",76f1a09a9fc70f20b972707426b775ee,9218de85ef236a86c9984357602141f0e40794e8a07f4ccf91f1d229e7c828fc,True,ctls,www.hcaptcha.com,cloudflare,443,https://hcaptcha.com:443,https,cloudflare,text/html,GET,104.16.168.131,/,1794849680,104.16.169.131,hCaptcha,328,False,True,https://www.hcaptcha.com/,form.typeform.com,
https://kucoin.eu.ada.support,Ada,200,3685,kucoin.eu.ada.support,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.eu.ada.support,*.eu.ada.support,,*.ops.eu.ada.support,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1441db8cfa7cf61441609b0a4471a7c4,fc61c3d0046b0b272e9535d0d9fcfdd9deca462df1a6305a277901ce8b491f20,True,ctls,kucoin.eu.ada.support,cloudfront,443,https://kucoin.eu.ada.support:443,https,CloudFront,text/html,GET,18.66.97.51,/,152039245,18.66.97.52,HSTS,35,False,True,,https://form.typeform.com,
https://kucoin.zendesk.com,Security check,403,7801,kucoin.zendesk.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=kucoin.zendesk.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",kucoin.zendesk.com,"Cloudflare, Inc.",kucoin.zendesk.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",df3f41784b7227f5d629e1ca69d25de6,0a774f670d74b41c2f73ea63ef71b362e4af236e20cf2a0013230780aaf842d2,,ctls,kucoin.zendesk.com,cloudflare,443,https://kucoin.zendesk.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,True,https://kucoin.zendesk.com/hc/en-us,,
https://kucoinservice.zendesk.com,Security check,403,8428,kucoinservice.zendesk.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-27T23:59:59Z,"CN=kucoinservice.zendesk.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",kucoinservice.zendesk.com,"Cloudflare, Inc.",kucoinservice.zendesk.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c155f0beb33bee81f8ae774eddb5c414,b552371911f2c8461dc4f640d5db43df42a450ffce0705b3e67a37026d70ad1f,,ctls,kucoinservice.zendesk.com,cloudflare,443,https://kucoinservice.zendesk.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,True,https://kucoinservice.zendesk.com/hc/en-gb/restricted?return_to=https%3A%2F%2Fkucoinservice.zendesk.com%2Fhc&locale=en-gb,,
https://kucoinvip.zendesk.com,KuCoin,200,3319,kucoinvip.zendesk.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-30T00:00:00Z,2023-06-29T23:59:59Z,"CN=kucoinvip.zendesk.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",kucoinvip.zendesk.com,"Cloudflare, Inc.",kucoinvip.zendesk.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6b9272dcf937ea2e1a4c67036be6d227,8e9fb5931fc7f009ecb4f91591536250b2ddded338a1549d0af43f624dc6de06,,ctls,kucoinvip.zendesk.com,cloudflare,443,https://kucoinvip.zendesk.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Zendesk,44,False,True,https://kucoinvip.zendesk.com/access/unauthenticated,support.halo.social,
https://legendtrading.zendesk.com,Security check,403,7838,support.legendtrading.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-09T19:54:08Z,2023-09-06T19:33:48Z,"CN=*.legendtrading.com, O=Legend OTC Inc., L=Palo Alto, ST=California, C=US",*.legendtrading.com,Legend OTC Inc.,legendtrading.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",fce8da68d7d5c29ecd941ecb85daea4a,0a3c6542bdcdd8020dc67a402a2fdd238191a5e0973a5efd61d1d81774772b04,True,ctls,support.legendtrading.com,cloudflare,443,https://legendtrading.zendesk.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,True,https://support.legendtrading.com/hc/en-us,,
https://maps.googleapis.com,Google Maps Platform  |  Google for Developers,200,216295,developers.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:20:09Z,2023-07-31T08:20:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9a2e3bdb59e5e95d228e75d310a78882,d790862c00287a7090cf7874aa239d58ff9b46c2cc3a3226a087a0ecec752270,True,ctls,developers.google.com,,443,https://maps.googleapis.com:443,https,Google Frontend,text/html,GET,142.250.185.138,/,302920777,2a00:1450:4001:801::200a,HTTP/3,9455,False,,https://developers.google.com/maps/,https://csp.withgoogle.com/csp/devsite/v2,
https://maxcdn.bootstrapcdn.com,The Tudors,200,204,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://maxcdn.bootstrapcdn.com:80,http,cloudflare,text/html,GET,104.18.10.207,/,453686924,2606:4700::6812:acf,HTTP/3,9,False,True,,URL='https://www.bootstrapcdn.com/',
https://mc.yandex.ru,,404,,mc.yandex.ru,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T21:01:01Z,2023-08-27T20:59:59Z,"CN=mc.yandex.ru, O=Yandex LLC, L=Moscow, ST=Moscow, C=RU",mc.yandex.ru,Yandex LLC,informer.yandex.ru,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,2330f6ca6a7911ed93740e591d84329e,7be76f90c6c4980dfd54c21ed98ed59275d95ff96be80ca5d487baa10fd6098d,,ctls,mc.yandex.ru,,443,https://mc.yandex.ru:443,https,,,GET,77.88.21.119,/,-1840324437,2a02:6b8::1:119,HSTS,1,False,,,,
https://monitor.geetest.com,404: Not Found,404,69,monitor.geetest.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.geetest.com, O=Wuhan Jiyi Network Technology Co.\, Ltd., L=武汉市, ST=湖北省, C=CN",*.geetest.com,"Wuhan Jiyi Network Technology Co., Ltd.",geetest.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,68e4e1dab8ab933b9951db6ce91b54e5,f71d1efcb8eff091464431a2d1e8989ef7c74b63c9c58ba9ea971dfb516ecea4,True,ctls,monitor.geetest.com,,443,https://monitor.geetest.com:443,https,openresty,text/html,GET,47.95.165.133,/,2038213217,47.95.165.133,OpenResty,1,False,,,,
https://revain.org,"Revain - Products, Brands and Companies | Reviews & Ratings Platform",200,370866,revain.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2023-06-08T23:59:59Z,"CN=revain.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",revain.org,"Cloudflare, Inc.",email.mailgun-dev.revain.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1d13d9759a5b89d25eb6f9a16272cc63,18f3547c3058d2faeb60437fb41cc3248d200d7e55a4cae6c3986e4b1d725693,,ctls,revain.org,cloudflare,443,https://revain.org:443,https,cloudflare,text/html,GET,172.67.70.146,/,797587865,2606:4700:20::681a:2dd,Google Tag Manager,568,False,True,,www.youtube.com,
https://rollout.eu.ada.support,,200,76,rollout.eu.ada.support,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.eu.ada.support,*.eu.ada.support,,*.ops.eu.ada.support,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1441db8cfa7cf61441609b0a4471a7c4,fc61c3d0046b0b272e9535d0d9fcfdd9deca462df1a6305a277901ce8b491f20,True,ctls,rollout.eu.ada.support,cloudfront,443,https://rollout.eu.ada.support:443,https,AmazonS3,application/json,GET,13.224.189.45,/,-1161043595,13.224.189.11,Amazon Web Services,7,False,True,,,
https://s3.ap-northeast-1.amazonaws.com,Cloud Object Storage – Amazon S3 – Amazon Web Services,200,75093,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,,ctls,aws.amazon.com,,443,https://s3.ap-northeast-1.amazonaws.com:443,https,Server,text/html,GET,52.219.8.216,/,-1168223036,52.219.152.128,Handlebars,815,False,,https://aws.amazon.com/s3/,https://dpm.demdex.net,
https://sdk.im.jiguang.cn,,404,104,sdk.im.jiguang.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-29T00:00:00Z,2023-07-28T23:59:59Z,"CN=*.im.jiguang.cn, O=Shenzhen HeXunHuaGu Information Technologies Co.Ltd, L=Shenzhen, ST=Guangdong province, C=CN",*.im.jiguang.cn,Shenzhen HeXunHuaGu Information Technologies Co.Ltd,im.jiguang.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee9bfc418c00826a787543bc7258ee4,d6356ac4e254697b5c7da30038102edeeb47aca877af9f4861b1ddf06656ec92,True,ctls,sdk.im.jiguang.cn,,443,https://sdk.im.jiguang.cn:443,https,nginx,application/json,GET,124.70.25.33,/,116323821,124.70.25.33,Spring,1,False,,,,
https://static.ada.support,,403,243,static.ada.support,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-29T23:59:59Z,CN=*.ada.support,*.ada.support,,*.ops.ada.support,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d43a2011a0c87f3e6740bb5d6541909d,3dfcfa41a53c25c14d4be4ee3f421faeb8c75c85c773153bd4eea44343ae720f,True,ctls,static.ada.support,cloudfront,443,https://static.ada.support:443,https,AmazonS3,application/xml,GET,18.66.147.113,/,852826940,18.66.147.60,Amazon Web Services,2,False,True,,,
https://static.geetest.com,,403,284,static.geetest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.geetest.com, O=Wuhan Jiyi Network Technology Co.\, Ltd., L=武汉市, ST=湖北省, C=CN",*.geetest.com,"Wuhan Jiyi Network Technology Co., Ltd.",geetest.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,68e4e1dab8ab933b9951db6ce91b54e5,f71d1efcb8eff091464431a2d1e8989ef7c74b63c9c58ba9ea971dfb516ecea4,True,ctls,static.geetest.com,cloudfront,443,https://static.geetest.com:443,https,AliyunOSS,application/xml,GET,18.66.122.73,/,-1840324437,2600:9000:2250:5200:1:fa24:cf00:93a1,Amazon Web Services,9,False,True,,,
https://static.zdassets.com,,403,243,static.zdassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-09T23:59:59Z,"CN=zdassets.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",zdassets.com,"Cloudflare, Inc.",*.zdassets.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",77aded12c2ec419c8953798f0ed56f4c,c30b9d6e82b472872ae120ed9387019dc5c720d392f4c9a6bc905190956f34a8,True,ctls,static.zdassets.com,cloudflare,443,https://static.zdassets.com:443,https,cloudflare,application/xml,GET,104.18.70.113,/,-1279294674,104.18.72.113,HSTS,2,False,True,,,
https://stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:20:09Z,2023-07-31T08:20:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9a2e3bdb59e5e95d228e75d310a78882,d790862c00287a7090cf7874aa239d58ff9b46c2cc3a3226a087a0ecec752270,True,ctls,marketingplatform.google.com,,443,https://stats.g.doubleclick.net:443,https,sffe,text/html,GET,173.194.76.156,/,302920777,2a00:1450:400c:c0c::9b,HTTP/3,1831,False,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://storage.googleapis.com,,400,181,storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:27:30Z,2023-07-31T08:27:29Z,CN=storage.googleapis.com,storage.googleapis.com,,storage.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d271fc5fce05c3215b182f5c1fd747c8,35907ded56be539a7237e075d48b68c671f04183914537e9eca042beb7c3a5b4,,ctls,storage.googleapis.com,,443,https://storage.googleapis.com:443,https,UploadServer,application/xml,GET,142.250.186.48,/,1932894636,2a00:1450:4001:82f::2010,HTTP/3,1,False,,,,
https://support.zendesk.com,Zendesk help,200,65316,support.zendesk.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=support.zendesk.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",support.zendesk.com,"Cloudflare, Inc.",support.zendesk.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c67eb68096801791e7b3ad5bea24a3ed,e91d6e6498ec7204c6300695a0cba112c17f4d4ff1fe7e1dde2308edb8873974,,ctls,support.zendesk.com,cloudflare,443,https://support.zendesk.com:443,https,cloudflare,text/html,GET,104.18.248.37,/,-1279294674,104.18.249.37,HSTS,1172,False,True,https://support.zendesk.com/hc/en-us,,
https://t.co,t.co / Twitter,200,3367,t.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-14T00:00:00Z,2023-11-14T23:59:59Z,"CN=t.co, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",t.co,"Twitter, Inc.",www.t.co,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,91ecdcf673afaa5e0ccace9d7ea8e63e,8c871edfd9c6b13bbf9f1a8b14efcb5b43a01382a45e8632f98e6adf93f465f9,,ctls,t.co,,443,https://t.co:443,https,tsa_f,text/html,GET,104.244.42.197,/,-1831547740,104.244.42.69,HSTS,50,False,,,,
https://tags.growingio.com,,200,14,tags.growingio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-23T23:59:59Z,CN=*.growingio.com,*.growingio.com,,growingio.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,418832b9f067713021ab2eb29ac3b813,c436d5e7602c188bb3e1a082ca2296f398111801a68d2fd17998849510d6f217,True,ctls,tags.growingio.com,,443,https://tags.growingio.com:443,https,GrowingIO,text/plain,GET,106.75.109.179,/,-1515282617,106.75.109.179,,2,False,,,,
https://upload.qiniup.com,,405,34,upload.qiniup.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T00:00:00Z,2024-05-01T23:59:59Z,"CN=*.qiniup.com, O=上海七牛信息技术有限公司, ST=上海市, C=CN",*.qiniup.com,上海七牛信息技术有限公司,qiniup.com,"CN=GeoTrust RSA CN CA G2, O=DigiCert Inc, C=US",GeoTrust RSA CN CA G2,DigiCert Inc,fe76e16f557324f94f8008031f915c45,d020a76e646da690017eb269f25a1e700e3235376dcfc61fdb6bbbf85e7d73ae,True,ctls,upload.qiniup.com,,443,https://upload.qiniup.com:443,https,Tengine,application/json,GET,163.181.92.229,/,445493295,163.181.92.228,Tengine,1,False,,,,
https://v2.zopim.com,Top 13 Live-Chat-Softwares und -Apps 2023,200,116662,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,True,ctls,www.zendesk.de,cloudflare,443,https://v2.zopim.com:443,https,cloudflare,text/html,GET,104.16.103.139,/,190856733,104.16.106.139,Cloudflare Bot Management,1551,False,True,https://www.zendesk.de/service/messaging/live-chat/?from=zp,*.zendesk.nl,
https://v2assets.zopim.io,403 Forbidden,403,146,v2assets.zopim.io,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zopim.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ace046f4ff7d9871d5a3a41a6dfd5f5,ff0712493cd42489d97401b882ff78b98dcedd6172c100c289e6b30a6f9bf49f,True,ctls,v2assets.zopim.io,cloudflare,443,https://v2assets.zopim.io:443,https,cloudflare,text/html,GET,104.18.204.90,/,1044094977,104.16.152.37,Cloudflare,8,False,True,,,
https://wallet.advcash.com,,200,937,wallet.advcash.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T11:59:59Z,2023-11-16T11:59:59Z,CN=imperva.com,imperva.com,,imperva.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,bad65ebd30f044e0109318d6b4842dbc,7e27d62aa0f991dcdbadbe091923bfe6e6a178bf1b033d6c4e3ac3e3781bb5b9,True,ctls,wallet.advcash.com,incapsula,443,https://wallet.advcash.com:443,https,,text/html,GET,45.60.78.179,/,1094691412,45.60.78.179,Imperva,1,False,True,https://wallet.advcash.com/login,,True
https://widget-mediator.zopim.com,Error,404,139,widget-mediator.zopim.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-12-06T23:59:59Z,CN=*.zopim.com,*.zopim.com,,*.zopim.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,746fa48f77c42481fe2e3eb83276d124,529104e28f603e36c50293542156837cb6eae32792abdaeae414f84c0ab3e555,True,ctls,widget-mediator.zopim.com,,443,https://widget-mediator.zopim.com:443,https,nginx,text/html,GET,18.184.130.250,/,1593207841,18.195.46.28,Node.js,11,False,,,,
https://widget.mobilum.com,mobilum-widget,200,668,widget.mobilum.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2023-12-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6d0255350644b5294e32a993d411d79c,c328ba229ac8b4de5e399adfd4d8c47a06556c4617e3b5e1a2becb429fc5e5db,True,ctls,widget.mobilum.com,cloudflare,443,https://widget.mobilum.com:443,https,cloudflare,text/html,GET,172.66.40.154,/,745001660,2606:4700:3108::ac42:2b66,Cloudflare,1,False,True,,,
https://www.facebook.com,Facebook - log in or sign up,200,59279,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-04T00:00:00Z,2023-06-02T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,4c4d59ce6efec4fca804e095f20e2a6e,431995e0dd89b55d4debe38b1dcc95b8ce379fd315b2758d9d230a00ad77c203,True,ctls,m.facebook.com,,443,https://www.facebook.com:443,https,,text/html,GET,31.13.86.36,/,142313513,2a03:2880:f176:181:face:b00c:0:25de,HTTP/3,20,False,,https://m.facebook.com/?wtsid=rdr_0vS9p9sH5mOFbR7yD,*.doubleclick.net,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:20:09Z,2023-07-31T08:20:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9a2e3bdb59e5e95d228e75d310a78882,d790862c00287a7090cf7874aa239d58ff9b46c2cc3a3226a087a0ecec752270,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,216.239.38.178,/,302920777,2a00:1450:4001:808::200e,HTTP/3,1831,False,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://www.google.co.jp,Google,200,217008,www.google.co.jp,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:26:12Z,2023-07-31T08:26:11Z,CN=*.google.co.jp,*.google.co.jp,,google.co.jp,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dc1f6927fbc283585750d4dde341c42e,a9329a72b1769802e54a6fce55d22a7f1ffbd38e026f7dee17c540392bd74ae2,True,ctls,www.google.co.jp,,443,https://www.google.co.jp:443,https,gws,text/html,GET,142.250.185.227,/,708578229,2a00:1450:4001:813::2003,HTTP/3,147,False,,,https:,
https://www.google.com,Google,200,214442,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:25:18Z,2023-07-31T08:25:17Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,6d20e0dbb4ec708878643b98c3dab7c0,fe533bafa6d4fa380bc8b5bafade084b21264bd2601c5f581bf9730db96e6d04,,ctls,www.google.com,,443,https://www.google.com:443,https,gws,text/html,GET,142.250.181.228,/,708578229,2a00:1450:4001:831::2004,HTTP/3,147,False,,,https:,
https://www.google.com.hk,Google,200,217036,www.google.com.hk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:26:22Z,2023-07-31T08:26:21Z,CN=*.google.com.hk,*.google.com.hk,,google.com.hk,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a3cdd6df90e7a09bdb09b9ab806b0f74,df167a5800bfc443bc579462d019d4839d9dc16623ab5e3e157aaaa7a5c5422d,True,ctls,www.google.com.hk,,443,https://www.google.com.hk:443,https,gws,text/html,GET,142.250.184.227,/,708578229,2a00:1450:4001:831::2003,HTTP/3,147,False,,,https://csp.withgoogle.com/csp/gws/other-hp,
