input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,webserver,tls_mismatched,tech_,location,cdn_name,cdn,final_url,csp_domains_
blindauditions-guest.tvk.tickets.vtm.be,DPG Media - The Voice Kids - Blind Auditions - Guest,200,3931,blindauditions-guest.tvk.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-07T18:10:19Z,2023-08-05T18:10:18Z,CN=blindauditions-guest.tvk.tickets.vtm.be,blindauditions-guest.tvk.tickets.vtm.be,blindauditions-guest.tvk.tickets.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,48ab219ab051e30cc575550ff518e1d4,a90ee7ba9198712560fc3a664c7fce5f5ebe3fa4171f49ec826e30502cccfd6c,,ctls,blindauditions-guest.tvk.tickets.vtm.be,443,https://blindauditions-guest.tvk.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,-51303940,2a00:6ec0:101:1:0:98:0:1,96,False,,,,,,,,https://blindauditions-guest.tvk.tickets.vtm.be/login,
blindauditions.tvvv.tickets.vtm.be,Tickets The Voice van Vlaanderen - Blind Auditions,200,16079,blindauditions.tvvv.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:40:19Z,2023-07-26T13:40:18Z,CN=blindauditions.tvvv.tickets.vtm.be,blindauditions.tvvv.tickets.vtm.be,blindauditions.tvvv.tickets.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,234c8df922cb602a5f9a8421cdaedb3c,a41c843012aa9781e1847904873b6cc606984b060cba53c60e4a4eb8c704267e,,ctls,blindauditions.tvvv.tickets.vtm.be,443,https://blindauditions.tvvv.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,-51303940,2a00:6ec0:101:1:0:98:0:1,400,False,,,,Google Tag Manager,,,,,
build.tickets.vtm.be,Tickoweb,200,239,build.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,build.tickets.vtm.be,443,https://build.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
bx-staging.vtm.be,,401,12,bx-staging.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,True,ctls,bx-staging.vtm.be,443,https://bx-staging.vtm.be:443,https,,GET,95.101.111.180,/,-474482399,2a02:26f0:480:23::1726:6299,1,False,DPG Media Services N.V.,CloudFront,,Basic,,,,,
bx.vtm.be,VTM - Bestemming X,200,888,bx.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,True,ctls,bx.vtm.be,443,https://bx.vtm.be:443,https,text/html,GET,23.213.161.223,/,-474482399,2a02:26f0:ab00::5c7a:d712,1,False,DPG Media Services N.V.,AmazonS3,,Amazon Web Services,,,,,
calabria.tickets.vtm.be,Tickoweb,200,239,calabria.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,calabria.tickets.vtm.be,443,https://calabria.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
campingcoppens.vtm.be,DPG Media Privacy Gate,200,8848,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://campingcoppens.vtm.be:443,https,text/html,GET,76.223.83.89,/,-672112076,13.248.216.138,278,False,DPG Media Services nv,,,Google Tag Manager,,,,https://myprivacy.dpgmedia.be/consent?siteKey=SfOVdJNqUJc3G9JL&callbackUrl=https%3A%2F%2Fvtm.be%2Fprivacygate-confirm%3FredirectUri%3D%252Fcamping-coppens,
cm-conservatoriodetoledo.tickets.vtm.be,Tickoweb,200,239,cm-conservatoriodetoledo.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,cm-conservatoriodetoledo.tickets.vtm.be,443,https://cm-conservatoriodetoledo.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
cmp.vtm.be,,403,243,cmp.vtm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T17:05:52Z,2023-07-29T17:05:51Z,CN=cmp.7sur7.be,cmp.7sur7.be,cmp.willy.radio,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9c0c9d30bbfa4135baa012b2025be56d,bdd54d9c44b9b3f48b7e777a1ff86ce9c5c37c4e547ac52afde6c799e3b7190f,,ctls,cmp.vtm.be,443,https://cmp.vtm.be:443,https,application/xml,GET,13.32.121.43,/,-954916949,13.32.121.91,2,False,,AmazonS3,,Amazon Web Services,,cloudfront,True,,
cms-accountstatusdevenv-storagemx.tickets.vtm.be,Tickoweb,200,239,cms-accountstatusdevenv-storagemx.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,cms-accountstatusdevenv-storagemx.tickets.vtm.be,443,https://cms-accountstatusdevenv-storagemx.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
cms.tickets.vtm.be,Tickoweb,200,239,cms.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,cms.tickets.vtm.be,443,https://cms.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
cms.vtm.be,Log in | VTM,200,16167,cms.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,True,ctls,cms.vtm.be,443,https://cms.vtm.be:443,https,text/html,GET,23.213.161.223,/,423384604,2a02:26f0:ab00::214:8e48,197,False,DPG Media Services N.V.,Apache/2.4.52 (Ubuntu),,Ubuntu,,,,https://cms.vtm.be/user/login?destination=/admin/content,
codevancoppens-staging.vtm.be,,401,12,codevancoppens-staging.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,True,ctls,codevancoppens-staging.vtm.be,443,https://codevancoppens-staging.vtm.be:443,https,,GET,23.213.161.211,/,229361783,2a02:26f0:ab00::5c7a:d712,1,False,DPG Media Services N.V.,CloudFront,,Basic,,,,,
codevancoppens.vtm.be,VTM - Code Van Coppens,200,3528,codevancoppens.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,True,ctls,codevancoppens.vtm.be,443,https://codevancoppens.vtm.be:443,https,text/html,GET,95.101.111.180,/,-474482399,2a02:26f0:480:23::1726:6299,1,False,DPG Media Services N.V.,AmazonS3,,Amazon Web Services,,,,,
communicatie.vtm.be,VTM - Pressroom,200,84864,communicatie.vtm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-04-11T23:59:59Z,"CN=communicatie.vtm.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",communicatie.vtm.be,communicatie.vtm.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ee5b74e1374d067ffc74b9a6bd7d7f6a,42fa767739ce03ba7acb375eafc1e28e624ce11e863fd6798018024b99c0fd2d,,ctls,communicatie.vtm.be,443,https://communicatie.vtm.be:443,https,text/html,GET,172.66.40.152,/,-26579223,2606:4700:3108::ac42:2b68,904,False,"Cloudflare, Inc.",cloudflare,,Varnish:6.0,,cloudflare,True,,https://csp.prezly.net/report
corp.tickets.vtm.be,Tickoweb,200,239,corp.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,corp.tickets.vtm.be,443,https://corp.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
cpdns.tickets.vtm.be,Tickoweb,200,239,cpdns.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,cpdns.tickets.vtm.be,443,https://cpdns.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
credstore.tickets.vtm.be,Tickoweb,200,239,credstore.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,credstore.tickets.vtm.be,443,https://credstore.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
customerservice.vtmgo.be,Security check,403,7786,customerservice.vtmgo.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T06:13:11Z,2023-08-01T06:13:10Z,CN=customerservice.dpgmedia.be,customerservice.dpgmedia.be,customerservicekoken.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc624868c5af8cce8345852d22f4ab86,a274006a88e86fedbe060f64a2368017be5fb41a6c0c2d409df5763df5b27c66,,ctls,customerservice.vtmgo.be,443,https://customerservice.vtmgo.be:443,https,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,103,False,,cloudflare,,Cloudflare,,cloudflare,True,https://customerservice.vtmgo.be/hc/nl,
customerservicekoken.vtm.be,Security check,403,7674,customerservicekoken.vtm.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T06:13:11Z,2023-08-01T06:13:10Z,CN=customerservice.dpgmedia.be,customerservice.dpgmedia.be,customerservicekoken.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc624868c5af8cce8345852d22f4ab86,a274006a88e86fedbe060f64a2368017be5fb41a6c0c2d409df5763df5b27c66,,ctls,customerservicekoken.vtm.be,443,https://customerservicekoken.vtm.be:443,https,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,103,False,,cloudflare,,Cloudflare,,cloudflare,True,https://customerservicekoken.vtm.be/hc/nl,
cycass11-po-a1p.tickets.vtm.be,Tickoweb,200,239,cycass11-po-a1p.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,cycass11-po-a1p.tickets.vtm.be,443,https://cycass11-po-a1p.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
data-ws.tickets.vtm.be,Tickoweb,200,239,data-ws.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,data-ws.tickets.vtm.be,443,https://data-ws.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
dbmsapps-uat.tickets.vtm.be,Tickoweb,200,239,dbmsapps-uat.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,dbmsapps-uat.tickets.vtm.be,443,https://dbmsapps-uat.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
debugauth-accessrelay-config-redirect.tickets.vtm.be,Tickoweb,200,239,debugauth-accessrelay-config-redirect.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,debugauth-accessrelay-config-redirect.tickets.vtm.be,443,https://debugauth-accessrelay-config-redirect.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
dev.vtm.be,DPG Media Privacy Gate,200,8797,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://dev.vtm.be:443,https,text/html,GET,95.101.111.180,/,-1252825749,2a02:26f0:480:23::1726:6299,278,False,DPG Media Services nv,,,Google Tag Manager,,,,https://myprivacy.dpgmedia.be/consent?siteKey=SfOVdJNqUJc3G9JL&callbackUrl=https%3A%2F%2Fdev.vtm.be%2Fprivacygate-confirm%3FredirectUri%3D%252F,
devel-page-frc-dsdc01.tickets.vtm.be,Tickoweb,200,239,devel-page-frc-dsdc01.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,devel-page-frc-dsdc01.tickets.vtm.be,443,https://devel-page-frc-dsdc01.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
deverraders-staging.vtm.be,,401,12,deverraders-staging.vtm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2024-01-10T23:59:59Z,CN=deverraders.vtm.be,deverraders.vtm.be,deverraders-staging.vtm.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9cbd879b923f46e7601a3be36a797fac,c49fccfa57e41e941c79324f60f420e84e7b492b1baf4ef81fde8b82ed073776,,ctls,deverraders-staging.vtm.be,443,https://deverraders-staging.vtm.be:443,https,,GET,18.66.147.20,/,229361783,2600:9000:225e:8600:15:bbd5:42c0:93a1,1,False,,CloudFront,,Basic,,cloudfront,True,,
deverraders.vtm.be,VTM - De Verraders,200,2931,deverraders.vtm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2024-01-10T23:59:59Z,CN=deverraders.vtm.be,deverraders.vtm.be,deverraders-staging.vtm.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9cbd879b923f46e7601a3be36a797fac,c49fccfa57e41e941c79324f60f420e84e7b492b1baf4ef81fde8b82ed073776,,ctls,deverraders.vtm.be,443,https://deverraders.vtm.be:443,https,text/html,GET,99.86.4.112,/,-474482399,2600:9000:2057:8c00:16:3ca3:c800:93a1,1,False,,AmazonS3,,Amazon Web Services,,cloudfront,True,,
distancev2-demo.tickets.vtm.be,Tickoweb,200,239,distancev2-demo.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,distancev2-demo.tickets.vtm.be,443,https://distancev2-demo.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
dpp-vtm-wc.edgekey.net,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,80,http://dpp-vtm-wc.edgekey.net:80,http,text/html,GET,95.101.111.180,/,1997361425,2a02:26f0:480:23::1726:6299,8,False,,AkamaiGHost,,,,,,,
dqcentraldevvarun.tickets.vtm.be,Tickoweb,200,239,dqcentraldevvarun.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,dqcentraldevvarun.tickets.vtm.be,443,https://dqcentraldevvarun.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
e-ducativa.tickets.vtm.be,Tickoweb,200,239,e-ducativa.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,e-ducativa.tickets.vtm.be,443,https://e-ducativa.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
ebooks.tickets.vtm.be,Tickoweb,200,239,ebooks.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,ebooks.tickets.vtm.be,443,https://ebooks.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
ecode.tickets.vtm.be,Tickoweb,200,239,ecode.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,ecode.tickets.vtm.be,443,https://ecode.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
eio2qa.tickets.vtm.be,Tickoweb,200,239,eio2qa.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,eio2qa.tickets.vtm.be,443,https://eio2qa.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
elasticbeanstalk-einsteinbros-m.tickets.vtm.be,Tickoweb,200,239,elasticbeanstalk-einsteinbros-m.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,,ctls,elasticbeanstalk-einsteinbros-m.tickets.vtm.be,443,https://elasticbeanstalk-einsteinbros-m.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,True,,,,,,
