new,host,a,soa,txt,status_code,cdn,cdn-name,cname,mx,ns,has_internal_ips,internal_ips
,oci-jpngg.ocaus.gapinc.com,150.136.195.159,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-jpnggqa.ocaus.gapinc.com,150.136.199.98,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-jpnrds-d.ocaus.gapinc.com,193.122.161.199,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-jpnrds-dev.ocaus.gapinc.com,,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-jpnrds-p.ocaus.gapinc.com,193.122.194.137,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,oci-jpnrds-s.ocaus.gapinc.com,129.213.140.192,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-jpnrds.ocaus.gapinc.com,129.213.213.120,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-jpnrdsqa.ocaus.gapinc.com,129.213.66.241,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-nacon.ocaus.gapinc.com,150.136.128.87,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-nagg.ocaus.gapinc.com,150.136.17.229,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-namcon-s.ocaus.gapinc.com,150.136.20.13,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-namcon-t.ocaus.gapinc.com,129.213.168.213,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-namgg-d.ocaus.gapinc.com,129.158.216.184,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-namgg-s.ocaus.gapinc.com,129.213.199.160,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-namgg-t.ocaus.gapinc.com,150.136.189.209,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-namrds-d.ocaus.gapinc.com,150.136.129.188,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,oci-namrds-s.ocaus.gapinc.com,150.136.132.230,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-namrds-t.ocaus.gapinc.com,150.136.28.36,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,oci-nards.ocaus.gapinc.com,150.136.184.166,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-onygg-dev.ocaus.gapinc.com,150.136.128.145,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-onyrds-dev.ocaus.gapinc.com,,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-plnacon.ocaus.gapinc.com,150.136.24.23,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-plnagg.ocaus.gapinc.com,150.136.0.216,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,oci-plnards.ocaus.gapinc.com,150.136.16.60,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,old-navy.stitch.gapinc.com,"54.195.237.234, 63.33.17.94, 52.51.23.169","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",,NOERROR,,,zeroheight.com,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com",,,
,omni.stitch.gapinc.com,"52.51.23.169, 54.195.237.234, 63.33.17.94","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com","google-site-verification=t_LCpWzpUE0xslgqAe-ypZAk6mTXVIvHd5hmPoIcofU, v=spf1 include:_spf.google.com include:mail.zendesk.com include:19492330.spf04.hubspotemail.net include:sendgrid.net mx:amplemarket.com ~all, google-site-verification=4umc_CvDaQxDND9zzPeTDBna58WZAJv4eJQVA76409Y, google-site-verification=mkBHGAPOxlk6pIgaGoEaFmHT3LRsGp7XjtZSWnztvDM, MS=ms44942321, detectify-verification=969838a510dd75807234eecda55b8edc",NOERROR,,,zeroheight.com,"alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt1.aspmx.l.google.com","ns-1002.awsdns-61.net, ns-103.awsdns-12.com, ns-1439.awsdns-51.org, ns-1991.awsdns-56.co.uk",,
,oraebsperfext.gapinc.com,129.146.147.2,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,orafinp.gapinc.com,8.18.111.188,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,orahfmuat.gapinc.com,129.156.96.50,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,origin-www.gapinc.com,8.18.111.200,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,pages.email.gapinc.com,198.245.82.28,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,
,pages.gapinc.com,104.76.201.128,"n0x.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,"pages.gapinc.com.edgekey.net, e12405.x.akamaiedge.net",,,,
,pcstap1.gapinc.com,8.18.111.194,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,pipeline.gapinc.com,52.255.212.181,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,plm.gapinc.com,8.18.111.210,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,pplmap3.phx.gapinc.com,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,plmdev.gapinc.com,8.18.111.220,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,plmprod.gapinc.com,52.255.212.181,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,plmstage.gapinc.com,52.226.168.200,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,plmstage02.gapinc.com,52.226.168.200,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,plmstagefastdl02.gapinc.com,52.226.168.200,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,plmviewcafe.gapinc.com,8.18.111.209,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,pplmap2.phx.gapinc.com,,,,
,plnambdirfi.ocaus.gapinc.com,150.136.24.144,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,pmstap1.gapinc.com,8.18.111.196,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,pplmap2.phx.gapinc.com,8.18.111.209,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,pplmap3.phx.gapinc.com,8.18.111.210,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,pplmap4.phx.gapinc.com,8.18.111.212,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,pss.gapinc.com,52.255.212.181,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,pssqa.gapinc.com,52.226.168.200,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,pweb02ex.gapinc.com,206.16.32.65,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,qa.media.gapinc.com,146.75.123.10,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,True,fastly,"publish-p52352-e320954.adobeaemcloud.com, adobe-aem.map.fastly.net",,,,
,realestate.gapinc.com,206.16.32.83,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,scan.gapinc.com,206.16.32.65,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,pweb02ex.gapinc.com,,,,
,shipalert.gapinc.com,141.148.0.109,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,shipalertstage.gapinc.com,129.159.67.229,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,smartsheet.gapinc.com,"3.215.234.162, 50.17.38.43, 3.219.210.1","ns-919.awsdns-50.net, awsdns-hostmaster.amazon.com",,NOERROR,,,sso.smartsheet.com,,"ns-1242.awsdns-27.org, ns-1588.awsdns-06.co.uk, ns-490.awsdns-61.com, ns-919.awsdns-50.net, edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,sonar.gapinc.com,52.226.168.200,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,stage.media.gapinc.com,146.75.123.10,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,True,fastly,"cdn.adobeaemcloud.com, adobe-aem.map.fastly.net",,,,
,stitch.gapinc.com,"52.51.23.169, 63.33.17.94, 54.195.237.234","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com","detectify-verification=969838a510dd75807234eecda55b8edc, google-site-verification=4umc_CvDaQxDND9zzPeTDBna58WZAJv4eJQVA76409Y, google-site-verification=mkBHGAPOxlk6pIgaGoEaFmHT3LRsGp7XjtZSWnztvDM, google-site-verification=t_LCpWzpUE0xslgqAe-ypZAk6mTXVIvHd5hmPoIcofU, v=spf1 include:_spf.google.com include:mail.zendesk.com include:19492330.spf04.hubspotemail.net include:sendgrid.net mx:amplemarket.com ~all, MS=ms44942321",NOERROR,,,zeroheight.com,"alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com","ns-1002.awsdns-61.net, ns-103.awsdns-12.com, ns-1439.awsdns-51.org, ns-1991.awsdns-56.co.uk",,
,storedocs.gapinc.com,8.18.111.214,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,storeplm.gapinc.com,8.18.111.212,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,pplmap4.phx.gapinc.com,,,,
,stores.stitch.gapinc.com,"52.51.23.169, 63.33.17.94, 54.195.237.234","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com","MS=ms44942321, detectify-verification=969838a510dd75807234eecda55b8edc, google-site-verification=4umc_CvDaQxDND9zzPeTDBna58WZAJv4eJQVA76409Y, google-site-verification=mkBHGAPOxlk6pIgaGoEaFmHT3LRsGp7XjtZSWnztvDM, google-site-verification=t_LCpWzpUE0xslgqAe-ypZAk6mTXVIvHd5hmPoIcofU, v=spf1 include:_spf.google.com include:mail.zendesk.com include:19492330.spf04.hubspotemail.net include:sendgrid.net mx:amplemarket.com ~all",NOERROR,,,zeroheight.com,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","ns-103.awsdns-12.com, ns-1439.awsdns-51.org, ns-1991.awsdns-56.co.uk, ns-1002.awsdns-61.net",,
,storesview.gapinc.com,52.255.212.181,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,svdchat.gapinc.com,8.18.111.222,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,svdqachat.gapinc.com,8.18.111.223,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,tm.gapinc.com,206.16.32.152,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,ux.stitch.gapinc.com,,"ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com","detectify-verification=969838a510dd75807234eecda55b8edc, google-site-verification=4umc_CvDaQxDND9zzPeTDBna58WZAJv4eJQVA76409Y, google-site-verification=mkBHGAPOxlk6pIgaGoEaFmHT3LRsGp7XjtZSWnztvDM, google-site-verification=t_LCpWzpUE0xslgqAe-ypZAk6mTXVIvHd5hmPoIcofU, v=spf1 include:_spf.google.com include:mail.zendesk.com include:19492330.spf04.hubspotemail.net include:sendgrid.net mx:amplemarket.com ~all, MS=ms44942321",NOERROR,,,zeroheight.com,"alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com","ns-1991.awsdns-56.co.uk, ns-1002.awsdns-61.net, ns-103.awsdns-12.com, ns-1439.awsdns-51.org",,
,vcmegateway1.gapinc.com,8.18.111.24,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,vcmegateway2.gapinc.com,8.18.111.25,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,vertex-pubdev-used.gapinc.com,193.122.202.198,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,vertex-pubsit-used.gapinc.com,129.159.106.75,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,vertex-pubstage-used.gapinc.com,129.159.68.20,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,oracle,,,,,
,view.email.gapinc.com,13.111.40.28,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,
,visibility.gapinc.com,,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,visibilitystage.gapinc.com,52.226.168.200,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,voltageqa.gapinc.com,52.188.177.41,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,vp.gapinc.com,8.21.68.53,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,webebs.gapinc.com,8.18.111.191,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,webebscrp.phx.gapinc.com,8.18.111.190,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,webebsuat.gapinc.com,8.18.111.225,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,,,,,,,
,www.gapinc.com,13.93.158.16,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,"gapinc-prod.azurewebsites.net, waws-prod-bay-095.vip.azurewebsites.windows.net, waws-prod-bay-095.westus.cloudapp.azure.com",,,,
,www2.gapinc.com,13.93.158.16,"edns83.ultradns.com, hostmaster.gap.com","v=spf1 ip4:70.37.176.254 ip4:70.37.180.254 include:spf.protection.outlook.com include:spf.mailjet.com include:_spf.salesforce.com include:everbridge.net ~all, gapinc-prod.azurewebsites.net, 8bxxmp0rf465dx4sr46tyndg1chpw0pm",NOERROR,True,azure,gapinc.com,gapinc-com.mail.protection.outlook.com,"edns83.ultradns.biz, edns83.ultradns.org, edns83.ultradns.net, edns83.ultradns.com",,
,x1dev.gapinc.com,52.226.168.200,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
,x1prod.gapinc.com,52.255.212.181,"edns83.ultradns.com, hostmaster.gap.com",,NOERROR,True,azure,,,,,
