new,host,ttl,a,aaaa,cname,soa,status_code,ns,caa
[x],gateway.blast-test.vertexprotocol.com,3600,,"2606:4700::6812:74e, 2606:4700::6812:64e",gateway.blast-test.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],gateway.mantle-prod.vertexprotocol.com,3600,"104.18.7.78, 104.18.6.78","2606:4700::6812:74e, 2606:4700::6812:64e",gateway.mantle-prod.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],gateway.mantle-test.vertexprotocol.com,3600,"104.18.6.78, 104.18.7.78","2606:4700::6812:64e, 2606:4700::6812:74e",gateway.mantle-test.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],gateway.prod.vertexprotocol.com,3600,"104.18.7.78, 104.18.6.78",,gateway.prod.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],gateway.sei-prod.vertexprotocol.com,3600,"104.18.7.78, 104.18.6.78","2606:4700::6812:74e, 2606:4700::6812:64e",gateway.sei-prod.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],gateway.sei-test.vertexprotocol.com,3600,"104.18.6.78, 104.18.7.78","2606:4700::6812:64e, 2606:4700::6812:74e",gateway.sei-test.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],gateway.sepolia-test.vertexprotocol.com,3600,"104.18.7.78, 104.18.6.78","2606:4700::6812:74e, 2606:4700::6812:64e",gateway.sepolia-test.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],link.vertexprotocol.com,2849,"172.67.156.230, 104.21.89.67","2606:4700:3033::6815:5943, 2606:4700:3037::ac43:9ce6",custom-domains.spindl.click,"{'name': 'spindl.click', 'ns': 'lochlan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352786617, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'spindl.click', 'ns': 'lochlan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352786617, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'spindl.click', 'ns': 'lochlan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352786617, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'spindl.click', 'ns': 'lochlan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352786617, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'spindl.click', 'ns': 'lochlan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352786617, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],mantle-prod.vertexprotocol.com,300,,,,"{'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
[x],mantle-test.vertexprotocol.com,3600,,,,"{'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
[x],prod.vertexprotocol.com,3600,,,,"{'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
[x],referrals.vertexprotocol.com,2626,"67.199.248.12, 67.199.248.13",,cname.bitly.com,"{'name': 'bitly.com', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'bitly.com', 'ns': 'ns-cloud-b1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,"ns-1053.awsdns-03.org, ns-1689.awsdns-19.co.uk, ns-343.awsdns-42.com, ns-880.awsdns-46.net, ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com","letsencrypt.org, ;"
[x],sei-prod.vertexprotocol.com,1346,,,,"{'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
[x],sei-test.vertexprotocol.com,3600,,,,"{'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
[x],sepolia-test.vertexprotocol.com,3600,,,,"{'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'vertexprotocol.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1663717231, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,
[x],sequencer.base-prod.vertexprotocol.com,3600,,"2606:4700::6812:64e, 2606:4700::6812:74e",sequencer.base-prod.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],sequencer.base-test.vertexprotocol.com,3600,"104.18.6.78, 104.18.7.78","2606:4700::6812:74e, 2606:4700::6812:64e",sequencer.base-test.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],sequencer.blast-prod.vertexprotocol.com,3600,"104.18.6.78, 104.18.7.78","2606:4700::6812:64e, 2606:4700::6812:74e",sequencer.blast-prod.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],sequencer.blast-test.vertexprotocol.com,3600,"104.18.7.78, 104.18.6.78","2606:4700::6812:64e, 2606:4700::6812:74e",sequencer.blast-test.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],sequencer.mantle-prod.vertexprotocol.com,3600,"104.18.6.78, 104.18.7.78","2606:4700::6812:74e, 2606:4700::6812:64e",sequencer.mantle-prod.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],sequencer.mantle-test.vertexprotocol.com,3600,"104.18.6.78, 104.18.7.78",,sequencer.mantle-test.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],sequencer.prod.vertexprotocol.com,3600,"104.18.7.78, 104.18.6.78","2606:4700::6812:74e, 2606:4700::6812:64e",sequencer.prod.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],sequencer.sei-prod.vertexprotocol.com,3600,"104.18.6.78, 104.18.7.78","2606:4700::6812:64e, 2606:4700::6812:74e",sequencer.sei-prod.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],sequencer.sei-test.vertexprotocol.com,3600,"104.18.7.78, 104.18.6.78","2606:4700::6812:64e, 2606:4700::6812:74e",sequencer.sei-test.vertexprotocol.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211390, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
