input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_,tls_wildcard_certificate,tls_expired
https://maps.gstatic.com,Error 404 (Not Found)!!1,404,1561,maps.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,ctls,maps.gstatic.com,,443,https://maps.gstatic.com:443,https,sffe,text/html,GET,142.250.185.131,/,2029750701,2a00:1450:4001:811::2003,HTTP/3,12,False,,,,,True,
https://s3.amazonaws.com,Cloud Object Storage – Amazon S3 – Amazon Web Services,200,75093,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,ctls,aws.amazon.com,,443,https://s3.amazonaws.com:443,https,Server,text/html,GET,52.217.89.38,/,-739129070,52.217.196.8,Handlebars,815,False,,,https://aws.amazon.com/s3/,https://google.co.uk,,
https://sentry.io,Application Performance Monitoring & Error Tracking Software | Sentry,200,327998,sentry.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",sentry.io,docs.getsentry.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6b174547e8f703712daa649b8a08a4bd,de3519d9d81936d595ed94c7d2ffbda0e48bf16e4f3c4e3465091448ea8865c9,ctls,sentry.io,google,443,https://sentry.io:443,https,nginx,text/html,GET,35.188.42.15,/,-1840324437,35.188.42.15,webpack,72,False,True,Sentry,https://sentry.io/welcome/,sentry.io,,
https://stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,marketingplatform.google.com,,443,https://stats.g.doubleclick.net:443,https,sffe,text/html,GET,173.194.76.157,/,302920777,2a00:1450:400c:c09::9c,HTTP/3,1831,False,,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,True,
https://tawk.link,"tawk.to – ""100% FREE live chat software for your website!""",200,396886,www.tawk.to,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4c6de91430cafe2e9d58dbc65eb3c34f,f065f36900437a97bf0fe71464537c463c4e5ed7954aa7519c60733180714643,ctls,www.tawk.to,cloudflare,443,https://tawk.link:443,https,cloudflare,text/html,GET,188.114.97.3,/,-1840324437,2a06:98c1:3120::3,WordPress,2675,False,True,"Cloudflare, Inc.",https://www.tawk.to/,,True,
https://va.tawk.to,,404,77,va.tawk.to,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4c6de91430cafe2e9d58dbc65eb3c34f,f065f36900437a97bf0fe71464537c463c4e5ed7954aa7519c60733180714643,ctls,va.tawk.to,cloudflare,443,https://va.tawk.to:443,https,cloudflare,application/json,GET,104.22.24.131,/,56850873,2606:4700:10::6816:1883,HTTP/3,1,False,True,"Cloudflare, Inc.",,,True,
kimbra.every.org,Kimbra & So They Can | Leave No Girl Behind,200,55430,kimbra.every.org,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-08T01:33:50Z,2023-07-07T01:33:49Z,CN=kimbra.every.org,kimbra.every.org,kimbra.every.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1838d18792da51280fbab5e2d5be801b,55fb23b6b769142e9c1ace1611a3afdfeba677fd1b55bbb9cf4c0bbee91bd4de,ctls,kimbra.every.org,,443,https://kimbra.every.org:443,https,Vercel,text/html,GET,76.76.21.93,/,-2070047203,76.76.21.123,Vercel,1,False,,,,,,
list.every.org,"Discover, donate, and share recommended lists of nonprofits.",200,52923,list.every.org,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-12T06:28:15Z,2023-06-10T06:28:14Z,CN=list.every.org,list.every.org,list.every.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4523b8eb8704bd30f1615d4e0d19b47c,c5130ae6c97927e147e8be50bd7cb306b0b3a81897eb16d21063bf81179ff706,ctls,list.every.org,,443,https://list.every.org:443,https,Vercel,text/html,GET,76.76.21.9,/,1552177578,76.76.21.241,Vercel,12,False,,,,,,
login.staging.every.org,Every.org - Philanthropy for everyone,200,190749,staging.every.org,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-15T01:02:56Z,2023-07-14T01:02:55Z,CN=staging.every.org,staging.every.org,staging.every.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b3e28b9369b4f16ee0a39795dd189c34,d78264723f4b4070e0d35b24ad9f124d95c655d54b22a25e824284d696513651,ctls,staging.every.org,cloudflare,443,https://login.staging.every.org:443,https,Vercel,text/html,GET,104.18.103.2,/,-738705486,2606:4700::6812:6702,webpack,71,False,True,,https://staging.every.org/,https://*.google-analytics.com,,
partners.every.org,,404,9,partners.every.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T22:53:52Z,2023-07-20T23:52:47Z,CN=partners.every.org,partners.every.org,partners.every.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,54d09a4efdb9c7053f80e595d6c36f7f,0dbc509113bd03891547734981e8938256232e465f009ee4a9dd45d7138cee83,ctls,partners.every.org,cloudflare,443,https://partners.every.org:443,https,cloudflare,text/plain,GET,104.20.89.241,/,1257725933,2606:4700:10::6814:5af1,HTTP/3,1,False,True,,,,,
staging-next.every.org,,404,67,staging-next.every.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T21:33:45Z,2023-07-20T22:32:40Z,CN=staging-next.every.org,staging-next.every.org,staging-next.every.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,768bcb55c857210485793f2b47eb54ef,b4b286d99631a9a01ec10f1805cfacd41dd16acb2087fee817d60a0ae7a82db9,ctls,staging-next.every.org,cloudflare,443,https://staging-next.every.org:443,https,cloudflare,text/plain,GET,104.20.90.241,/,1307429962,2606:4700:10::6814:59f1,Vercel,4,False,True,,,,,
staging-vercel.every.org,,404,67,staging-vercel.every.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T21:47:44Z,2023-07-20T22:46:41Z,CN=staging-vercel.every.org,staging-vercel.every.org,staging-vercel.every.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,0fbc27f4be7fe2124eadd89e4c7b9aa3,3f4dcff659e3e4558236012986e4f576806b2e80d73f13ce6fca324c6ce7657c,ctls,staging-vercel.every.org,cloudflare,443,https://staging-vercel.every.org:443,https,cloudflare,text/plain,GET,104.20.89.241,/,1307429962,2606:4700:10::6814:59f1,Vercel,4,False,True,,,,,
status.every.org,Every.org Status,200,17728,stats.uptimerobot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T04:33:46Z,2023-07-29T04:33:45Z,CN=stats.uptimerobot.com,stats.uptimerobot.com,stats.uptimerobot.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c07419c9518d3293a6f2c2e518fe9f61,36e922cd92bcfb93f5d13b17854bd3d4137b64cefdd23a4293bceb8df815951c,ctls,stats.uptimerobot.com,cloudflare,443,https://status.every.org:443,https,Caddy,text/html,GET,104.20.89.241,/,-1482153308,2606:4700:10::6814:5af1,UIKit,207,False,True,,https://stats.uptimerobot.com/By7X8IDXAr,,,
test-workers-staging.every.org,,404,67,test-workers-staging.every.org,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2022-08-25T07:15:01Z,2022-11-23T07:15:00Z,CN=test-workers-staging.every.org,test-workers-staging.every.org,test-workers-staging.every.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3d917663d1f0fced6639d45cc1731442,c300ef525f2824001ae391b63c37f9455297df098289ed91d6e0ad357d8415a3,ctls,test-workers-staging.every.org,,443,https://test-workers-staging.every.org:443,https,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.61,Vercel,4,False,,,,,,True
url3352.every.org,404 Not Found,404,548,url3352.every.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T20:03:56Z,2023-07-20T21:02:53Z,CN=url3352.every.org,url3352.every.org,url3352.every.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a8a9e374057dd64aaec364aa4cced99d,2baebf4216c7c8336371c19b800b00823b5eb9fe69343f894b6449544243bd7f,ctls,url3352.every.org,cloudflare,443,https://url3352.every.org:443,https,cloudflare,text/html,GET,104.20.89.241,/,-1437191285,2606:4700:10::6814:59f1,HTTP/3,9,False,True,,,,,
vercel.every.org,Every.org - Your trusted network for doing good,200,88716,vercel.every.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T21:20:34Z,2023-07-20T22:18:30Z,CN=vercel.every.org,vercel.every.org,vercel.every.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,2923434ffa5fea4eb0c11c356471fc94,8f37e1e10fb5e3c61e85f50da944ee49fd26cee6dea8efa0476b6b7d6b2cb592,ctls,vercel.every.org,cloudflare,443,https://vercel.every.org:443,https,cloudflare,text/html,GET,104.20.89.241,/,1552177578,2606:4700:10::6814:5af1,Vercel,6,False,True,,,,,
volunteer.every.org,,200,4591,volunteer.every.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T20:46:08Z,2023-07-20T21:44:02Z,CN=volunteer.every.org,volunteer.every.org,volunteer.every.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,dfe1cf2ca5c9efe5846fd26599a4fb59,eeb29caa60cefe2cdbca9ecb7d69963291ca87b3a32ba767572afb88c750a40b,ctls,volunteer.every.org,cloudflare,443,https://volunteer.every.org:443,https,cloudflare,text/html,GET,104.20.89.241,/,-1917975847,2606:4700:10::6814:5af1,React,2,False,True,,,https://s3.amazonaws.com,,
webflow.every.org,"Every.org: Fundraising for Nonprofits, by a Nonprofit",200,7839,webflow.every.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-14T17:14:58Z,2023-08-12T17:14:57Z,CN=webflow.every.org,webflow.every.org,webflow.every.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,855389fe442895be113d663fb40dc77d,eb05a81c7ecc5113a4f00b6b78fc3ee8771f9cd7c30f2d9b86fba1d25b528ce7,ctls,webflow.every.org,,443,https://webflow.every.org:443,https,,text/html,GET,54.194.170.100,/,-1901654847,34.253.101.190,Webflow,26,False,,,,,,
www.every.org,Every.org - Philanthropy for everyone,200,356794,www.every.org,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-19T20:58:48Z,2023-08-17T20:58:47Z,CN=www.every.org,www.every.org,www.every.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,10072e9e4a60867396d1433b5e03c9e9,2cbf839fa8a5637a90e54fdd4ff0a15fd2eb8bd0f14b8fc237cdbb34a0587a21,ctls,www.every.org,,443,https://www.every.org:443,https,Vercel,text/html,GET,76.76.21.164,/,1552177578,76.76.21.9,webpack,71,False,,,,https://stats.g.doubleclick.net,,
zendesk1.every.org,,403,16,zendesk1.every.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",85526123758256cd1a3b10572d89f916,1f1b72aa30006dc163b9fcbd43988630c49b34e174e883b0311b7c08212cd91f,ctls,zendesk1.every.org,cloudflare,443,https://zendesk1.every.org:443,https,cloudflare,text/plain,GET,162.159.138.6,/,,162.159.128.7,HTTP/3,1,False,True,"Cloudflare, Inc.",,,True,
zendesk4.every.org,,403,16,zendesk4.every.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",85526123758256cd1a3b10572d89f916,1f1b72aa30006dc163b9fcbd43988630c49b34e174e883b0311b7c08212cd91f,ctls,zendesk4.every.org,cloudflare,443,https://zendesk4.every.org:443,https,cloudflare,text/plain,GET,162.159.128.7,/,,162.159.138.6,HTTP/3,1,False,True,"Cloudflare, Inc.",,,True,
