input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,tech_,cdn,final_url,tls_expired,location
api.unitecloud.intel.com,403 - Forbidden: Access is denied.,403,1233,api.unitecloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=admin.unitecloud.intel.com, O=Intel Corporation, ST=California, C=US",admin.unitecloud.intel.com,Intel Corporation,subscriptions.unitecloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2a2f87e89388e50027a68f8817a14eb5,27d2cf2cfc6a35fa0aa633284175ef6b834119f2bac2a0f8f414c30d44bdb485,ctls,api.unitecloud.intel.com,443,https://api.unitecloud.intel.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.164.61.8,/,1631801191,54.159.84.240,30,False,,True,True,,Windows Server,,,,
apidep2.devcloud.intel.com,Colfax Connect - Service Not Available,503,1079,apidep2.devcloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.devcloud.intel.com, O=Intel Corporation, ST=California, C=US",*.devcloud.intel.com,Intel Corporation,*.testing.devcloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa4eb8f961ea782ad83acd5d13d07b6e,6386dc000361a2ada6799e2402794fdec668cd671a41f5f663fe5746d68ca07b,ctls,apidep2.devcloud.intel.com,443,https://apidep2.devcloud.intel.com:443,https,,text/html,GET,12.229.61.118,/,1379940956,12.229.61.118,42,False,,,True,,HSTS,,,,
apis-ext-fm.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-fm.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext-fm.intel.com,443,https://apis-ext-fm.intel.com:443,https,BigIP,,GET,192.198.160.160,/,758902283,192.198.160.160,1,False,,,,,F5 BigIP,,,,
apis-ext-hf.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-hf.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext-hf.intel.com,443,https://apis-ext-hf.intel.com:443,https,BigIP,,GET,198.175.98.139,/,758902283,198.175.98.139,1,False,,,,,F5 BigIP,,,,
apis-ext-ir.eglb.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-ir.eglb.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext-ir.eglb.intel.com,443,https://apis-ext-ir.eglb.intel.com:443,https,BigIP,,GET,134.191.246.33,/,878647854,134.191.246.33,1,False,,True,,,F5 BigIP,,,,
apis-ext-ir.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-ir.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext-ir.intel.com,443,https://apis-ext-ir.intel.com:443,https,BigIP,,GET,134.191.246.33,/,878647854,134.191.246.33,1,False,,,,,F5 BigIP,,,,
apis-ext-kerb-hf.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-kerb-hf.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-19T00:00:00Z,2023-05-19T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, L=Folsom, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,705a842c006768a6479cb017cf3b0709,5cfc7e53ca93cbec64947acbac1b33d0e1cc870ad08d148ca7c17b16ad4088da,ctls,apis-ext-kerb-hf.intel.com,443,https://apis-ext-kerb-hf.intel.com:443,https,BigIP,,GET,198.175.96.156,/,878647854,198.175.96.156,1,False,,,,,F5 BigIP,,,True,
apis-ext-kerb.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-kerb.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext-kerb.intel.com,443,https://apis-ext-kerb.intel.com:443,https,BigIP,,GET,192.198.164.65,/,878647854,192.198.164.65,1,False,,,,,F5 BigIP,,,,
apis-ext-kerberos.eglb.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-kerberos.eglb.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext-kerberos.eglb.intel.com,443,https://apis-ext-kerberos.eglb.intel.com:443,https,BigIP,,GET,192.198.164.65,/,878647854,192.198.164.65,1,False,,True,,,F5 BigIP,,,,
apis-ext-pg.eglb.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-pg.eglb.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext-pg.eglb.intel.com,443,https://apis-ext-pg.eglb.intel.com:443,https,BigIP,,GET,192.198.144.51,/,878647854,192.198.144.51,1,False,,True,,,F5 BigIP,,,,
apis-ext-pg.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-pg.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext-pg.intel.com,443,https://apis-ext-pg.intel.com:443,https,BigIP,,GET,192.198.144.51,/,878647854,192.198.144.51,1,False,,,,,F5 BigIP,,,,
apis-ext-test-fm.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-test-fm.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext-test.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext-test.intel.com,Intel Corporation,apis-ext-test-hf.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b667f516e014d69cf0722e042e8b7d8c,33a234baea209501ff657ee7826e041563bb48bf5ab672b53d9907f2eb60a327,ctls,apis-ext-test-fm.intel.com,443,https://apis-ext-test-fm.intel.com:443,https,BigIP,,GET,192.198.167.15,/,878647854,192.198.167.15,1,False,,,,,F5 BigIP,,,,
apis-ext-test.eglb.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext-test.eglb.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext-test.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext-test.intel.com,Intel Corporation,apis-ext-test-hf.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b667f516e014d69cf0722e042e8b7d8c,33a234baea209501ff657ee7826e041563bb48bf5ab672b53d9907f2eb60a327,ctls,apis-ext-test.eglb.intel.com,443,https://apis-ext-test.eglb.intel.com:443,https,BigIP,,GET,192.198.167.15,/,878647854,192.198.167.15,1,False,,True,,,F5 BigIP,,,,
apis-ext.eglb.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext.eglb.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext.eglb.intel.com,443,https://apis-ext.eglb.intel.com:443,https,BigIP,,GET,192.198.160.160,/,758902283,192.198.160.160,1,False,,True,,,F5 BigIP,,,,
apis-ext.intel.com,403.16 - Client certificate is untrusted or invalid.,403,158,apis-ext.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=apis-ext.intel.com, O=Intel Corporation, ST=California, C=US",apis-ext.intel.com,Intel Corporation,apis-ext-pg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4040cce8f9e93ea283a7d7a1d895ade7,e8d49aff9a7ef71f17a86701220fee26701b3091da3d538b9974c60ae1b31df0,ctls,apis-ext.intel.com,443,https://apis-ext.intel.com:443,https,BigIP,,GET,192.198.160.160,/,758902283,192.198.160.160,1,False,,,,,F5 BigIP,,,,
apis-sandbox.intel.com,,404,196,apis-sandbox.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=apis-sandbox.intel.com, O=Intel Corporation, ST=California, C=US",apis-sandbox.intel.com,Intel Corporation,apis-stage.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b135da743893cf27f5c0c6e46d4658d1,26d5e905bb9826005fa901aaf0a6c598cc9c5b1b085f7d93af27369902da82a2,ctls,apis-sandbox.intel.com,443,https://apis-sandbox.intel.com:443,https,,application/json,GET,35.227.173.176,/,-1802125657,35.227.173.176,7,False,,,,google,,True,,,
apis-stage.intel.com,,404,196,apis-stage.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=apis-sandbox.intel.com, O=Intel Corporation, ST=California, C=US",apis-sandbox.intel.com,Intel Corporation,apis-stage.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b135da743893cf27f5c0c6e46d4658d1,26d5e905bb9826005fa901aaf0a6c598cc9c5b1b085f7d93af27369902da82a2,ctls,apis-stage.intel.com,443,https://apis-stage.intel.com:443,https,,application/json,GET,35.227.173.176,/,-1802125657,35.227.173.176,7,False,,,,google,,True,,,
apne1.devcloud.intel.com,Colfax Connect - Service Not Available,503,1079,apne1.devcloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.devcloud.intel.com, O=Intel Corporation, ST=California, C=US",*.devcloud.intel.com,Intel Corporation,*.testing.devcloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa4eb8f961ea782ad83acd5d13d07b6e,6386dc000361a2ada6799e2402794fdec668cd671a41f5f663fe5746d68ca07b,ctls,apne1.devcloud.intel.com,443,https://apne1.devcloud.intel.com:443,https,,text/html,GET,12.229.61.118,/,1379940956,12.229.61.118,42,False,,,True,,HSTS,,,,
apns-mu-prod.devcloud.intel.com,Colfax Connect - Service Not Available,503,1079,apns-mu-prod.devcloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.devcloud.intel.com, O=Intel Corporation, ST=California, C=US",*.devcloud.intel.com,Intel Corporation,*.testing.devcloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa4eb8f961ea782ad83acd5d13d07b6e,6386dc000361a2ada6799e2402794fdec668cd671a41f5f663fe5746d68ca07b,ctls,apns-mu-prod.devcloud.intel.com,443,https://apns-mu-prod.devcloud.intel.com:443,https,,text/html,GET,12.229.61.118,/,1379940956,12.229.61.118,42,False,,,True,,HSTS,,,,
app-framework-software.intel.com,GitHub - intel/appframework: The definitive HTML5 mobile javascript framework,200,188371,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,ctls,github.com,80,http://app-framework-software.intel.com:80,http,GitHub.com,text/html,GET,192.198.165.191,/,-738705486,192.198.165.191,2200,False,*.githubusercontent.com,,,,HSTS,,https://github.com/intel/appframework,,
app.plan.intel.com,404 - Not found or no permission to access,404,1330,app.plan.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-16T13:52:57Z,2023-06-14T13:52:56Z,CN=app.plan.intel.com,app.plan.intel.com,,techprovider.intel.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ebdf68dcdff01e936b596c98caf64069,200d5caf6173b304d95d2feb713cd445151e1c1ad1e18986d9da89173ffefe18,ctls,app.plan.intel.com,443,https://app.plan.intel.com:443,https,,text/html,GET,147.154.23.33,/,-1270699277,147.154.23.33,33,False,,,,oracle,Bootstrap,True,,,
applab.mwb-threatintel.com,Just a moment...,403,7020,applab.mwb-threatintel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T23:58:19Z,2023-07-02T23:58:18Z,CN=*.mwb-threatintel.com,*.mwb-threatintel.com,,mwb-threatintel.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86cd27cc5e001031455abba154f98cf9,6fa45eb3dbadd6cf2421b1eb0d822445a555b1754e5e741c2b824198b9665486,ctls,applab.mwb-threatintel.com,443,https://applab.mwb-threatintel.com:443,https,cloudflare,text/html,GET,104.21.87.245,/,1253481126,2606:4700:3032::ac43:ab86,87,False,,,True,cloudflare,HTTP/3,True,,,
appshowcase.intel.com,POST data,200,2011,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://appshowcase.intel.com:443,https,Apache,text/html,GET,13.91.95.74,/,-847016074,13.91.95.74,13,False,https://premiersupport.intel.com,,True,azure,HSTS,True,https://www.intel.com/content/www/us/en/secure/internal/resources-documentation/sales-marketing/client/showcase.html,,
apt.repos.intel.com,Page Redirection,200,438,apt.repos.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=www.intel.com, O=Intel Corporation, ST=California, C=US",www.intel.com,Intel Corporation,yum.repos.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d13bad1e0c140427cf1b2ce8dfb02bb9,499a71b2c8af78b3c165eac36e18814fbfb6e9a8331e171bbf8b937d8c40847d,ctls,apt.repos.intel.com,443,https://apt.repos.intel.com:443,https,AmazonS3,text/html,GET,184.30.209.88,/,-1686272600,2a02:26f0:3500:897::4b23,14,False,url=http://intel.com,,,,HSTS,,https://apt.repos.intel.com/index.html,,
arcstore.intel.com,Arc Store Homepage,200,64383,arcstore.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T12:08:28Z,2023-07-24T12:08:27Z,CN=arcstore.intel.com,arcstore.intel.com,,store.omnibridge.ai,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f078c357f6fb866f037639a3043f2591,d48a1a0ec027e93e1718938f412cba147738e92eb5ed4c0e82646ba688cb96e8,ctls,arcstore.intel.com,443,https://arcstore.intel.com:443,https,,text/html,GET,151.101.1.124,/,-633838893,151.101.193.124,518,False,,,,fastly,Platform.sh,True,,,
arcticket-beta.intel.com,Site Maintenance,200,815,intelredemption-beta.azurewebsites.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,intelredemption-beta.azurewebsites.net,443,https://arcticket-beta.intel.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.91.95.74,/,-1286438656,13.91.95.74,40,False,,,True,azure,Windows Server,True,https://intelredemption-beta.azurewebsites.net/Maintenance,,
arcticket.intel.com,Intel | Software Advantage Program,200,53431,softwareoffer.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-19T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.softwareoffer.intel.com, O=Intel Corporation, ST=California, C=US",*.softwareoffer.intel.com,Intel Corporation,softwareoffer.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,04d9ad83d8016b4e6a40a126eca41bbe,390e03cbdc9a8e757d290eb3efe218d1833b96c85284a3f13fe1c19905d0c252,ctls,softwareoffer.intel.com,443,https://arcticket.intel.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.91.95.74,/,148616114,13.91.95.74,902,False,,,True,azure,Windows Server,True,https://softwareoffer.intel.com/Home,,
ark-care.intel.com,POST data,200,2011,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://ark-care.intel.com:443,https,Apache,text/html,GET,23.212.208.238,/,1342879507,2a02:26f0:3500:88e::1ea2,13,False,*.intel.com,,True,,HSTS,,https://www.intel.com/content/www/us/en/secure/care.html,,
ark-stg.intel.com,Access Denied,403,271,ark-stg.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,ark-stg.intel.com,443,https://ark-stg.intel.com:443,https,AkamaiGHost,text/html,GET,23.201.251.4,/,-1337962338,2a02:26f0:480:58b::1ea2,10,False,,,True,,,,,,
ark.intel.com,Intel® Product Specifications,200,558308,ark.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,ark.intel.com,443,https://ark.intel.com:443,https,Apache,text/html,GET,23.201.251.4,/,-169649604,2a02:26f0:480:58b::1ea2,16615,False,,,True,,Java,,https://ark.intel.com/content/www/us/en/ark.html,,
asapdev2.devcloud.intel.com,Colfax Connect - Service Not Available,503,1079,asapdev2.devcloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.devcloud.intel.com, O=Intel Corporation, ST=California, C=US",*.devcloud.intel.com,Intel Corporation,*.testing.devcloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa4eb8f961ea782ad83acd5d13d07b6e,6386dc000361a2ada6799e2402794fdec668cd671a41f5f663fe5746d68ca07b,ctls,asapdev2.devcloud.intel.com,443,https://asapdev2.devcloud.intel.com:443,https,,text/html,GET,12.229.61.118,/,1379940956,12.229.61.118,42,False,,,True,,HSTS,,,,
ash1-linkap-a3.devcloud.intel.com,Colfax Connect - Service Not Available,503,1079,ash1-linkap-a3.devcloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.devcloud.intel.com, O=Intel Corporation, ST=California, C=US",*.devcloud.intel.com,Intel Corporation,*.testing.devcloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa4eb8f961ea782ad83acd5d13d07b6e,6386dc000361a2ada6799e2402794fdec668cd671a41f5f663fe5746d68ca07b,ctls,ash1-linkap-a3.devcloud.intel.com,443,https://ash1-linkap-a3.devcloud.intel.com:443,https,,text/html,GET,12.229.61.118,/,1379940956,12.229.61.118,42,False,,,True,,HSTS,,,,
