input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,tls_expired,tls_self_signed
cms.ivanti.com,Sign in ・ Cloudflare Access,200,30811,ivanti.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ivanti.cloudflareaccess.com,cloudflare,443,https://cms.ivanti.com:443,https,cloudflare,text/html,GET,104.17.138.107,/,-892471618,2606:4700::6811:896b,HSTS,67,False,True,,http://127.0.0.1:*,https://ivanti.cloudflareaccess.com/cdn-cgi/access/login/cms.ivanti.com?kid=d9d1266b4ba7524ccc26bd85557a0a493db3f19902fa3064b90003e77393291e&redirect_url=%2F&meta=eyJraWQiOiI3ODhmODRhYzIzZDY5MTgyZDYxYjFkZDMyNmYyMGRjZDQzYzVjMGU4OWY4YjBkMzM3MTM1ZTdiMGU2NzI0OGRhIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Nzc1MzE4OSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImQ5ZDEyNjZiNGJhNzUyNGNjYzI2YmQ4NTU1N2EwYTQ5M2RiM2YxOTkwMmZhMzA2NGI5MDAwM2U3NzM5MzI5MWUiLCJob3N0bmFtZSI6ImNtcy5pdmFudGkuY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6IjJmNmNhYTk5ZWMwMGQ1ZjUyY2MxMTQ1MWMyMWQ0ZDAxY2VkMWQwMmQ4YTE2ZGQxZWExNTQzOWIwNjIyYTE1ZWUiLCJuYmYiOjE2ODc3NTMxODksImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.pNjEAZ_acf820gAolSulx-vFUHztG4aF52-RUub_pl9SpUqVyIXQIKS-BFfeH8JjjZhRr6bnzkL-MKAO_pumdhhV4xLDfvWCATcKVztguqAOC12regXhYyMbL6lomrJ47HBvxAq4LXY03fGNqLABS4nJle83nDwb8RIFGwyFGtCVATHT76cWN8QPmgwMxraXzc_AvJPUWE2449uY2zwPC2ZJ1TTZc3IodVAj1Bp-Uu6veRZ8Q0wiRVavfOfyChTIcLxbgVsv2tjWM7LgqXwbZpnXV5LkJxHZebNlCXgnAFvAfoBdNBpwjl_fL7BdLTjhLTQFj65p7qdRpE4Bc__ocw,,
cncs.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1620,cncs.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1970-01-01T00:00:00Z,2029-05-22T07:11:30Z,"CN=cncs.csa.ivanti.com, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Copyright (C) 2020\, Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20220524011130, dnQualifier=20220524011130",cncs.csa.ivanti.com,"Copyright (C) 2020, Ivanti, Inc.",192.168.122.1,"CN=Cloud Services Appliance, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20210917201118, dnQualifier=20210917201118",Cloud Services Appliance,"Ivanti, Inc.",11bd06539f0a8156c88c4022a737fb02,a6ba407d167c299d3979d61e082137e31f67a8dac0f5374b2ecf3bbff12ab2f0,,ctls,cncs.csa.ivanti.com,,443,https://cncs.csa.ivanti.com:443,https,,text/html,GET,52.2.228.123,/,-1703592683,52.2.228.123,,50,False,,,,,,
community.ivanti.com,,200,1153,community.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,community.ivanti.com,cloudflare,443,https://community.ivanti.com:443,https,cloudflare,text/html,GET,104.17.137.107,/,-1647469799,2606:4700::6811:8a6b,Microsoft ASP.NET:4.0.30319,28,False,True,,url=https://forums.ivanti.com,https://community.ivanti.com/redirect.aspx?url=https://forums.ivanti.com,,
companystore.ivanti.com,Login Page - Ivanti,200,59584,us034.agstorefront.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-31T18:40:14Z,2023-09-01T18:40:14Z,CN=*.agstorefront.com,*.agstorefront.com,,agstorefront.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1baa780e55178c7a471acbaac1fd3fa3,217d5e78486fa413125b379527eacc9a5069becb24a137509d01f1fd8705d010,True,ctls,us034.agstorefront.com,cloudflare,443,https://companystore.ivanti.com:443,https,,text/html,GET,104.17.137.107,/,-1333667323,2606:4700::6811:8a6b,Microsoft ASP.NET,1007,False,True,,http:,https://us034.agstorefront.com/uStore/login.aspx?ReturnUrl=%2fuStore%2f27%2fHome&StoreId=27,,
connectors.ivanti.com,,403,243,connectors.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=connectors.ivanti.com,connectors.ivanti.com,,connectors.ivanti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cd9338d6673d053634e5dd1907137255,032ddb1a9b06648d9b219d88a6b76fea6a1326b91c9797befb0c16847d8682ca,,ctls,connectors.ivanti.com,cloudfront,443,https://connectors.ivanti.com:443,https,AmazonS3,application/xml,GET,13.224.189.102,/,-983741251,2600:9000:20eb:7200:1:e456:2380:93a1,Amazon Web Services,2,False,True,,,,,
contentdev.ivanti.com,,403,255,contentdev.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=contentdev.ivanti.com,contentdev.ivanti.com,,contentdev.ivanti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0b933181a11b34ad2813e3b0123d918f,4a166ccf0acc6206b3d0ebcac6a6b9a98987d4b7f5f735f6512cf8f281280605,,ctls,contentdev.ivanti.com,cloudfront,443,https://contentdev.ivanti.com:443,https,AmazonS3,application/xml,GET,108.138.7.105,/,1401758468,2600:9000:2490:9e00:f:6ac1:ef80:93a1,Amazon Web Services,2,False,True,,,,,
contentqa.ivanti.com,,403,243,contentqa.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-07T23:59:59Z,CN=contentqa.ivanti.com,contentqa.ivanti.com,,contentqa.ivanti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,25e2dc5c7cea616a5d1ba1660cde35f2,c484bd3f2ade87631ff686195d158a222ff512f78a4fc0d43ffe91375cdf7ff7,,ctls,contentqa.ivanti.com,cloudfront,443,https://contentqa.ivanti.com:443,https,AmazonS3,application/xml,GET,52.222.236.84,/,405803663,2600:9000:223e:2a00:11:1fde:4000:93a1,Amazon Web Services,2,False,True,,,,,
csapi-qa.ivanti.com,,404,,csapi-qa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=payment-qa.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",payment-qa.ivanti.com,"Ivanti, Inc.",csapi-qa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,34efa06f4839b33dcffea2c27d11bdd2,f2f429b386e21417119f143254c544097888b785f717170ebeba2189abc9a441,,ctls,csapi-qa.ivanti.com,azure,443,https://csapi-qa.ivanti.com:443,https,Microsoft-IIS/10.0,,GET,13.66.138.97,/,-1840324437,13.66.138.97,Windows Server,1,False,True,,,,,
csapi.ivanti.com,,404,,csapi.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=payment.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",payment.ivanti.com,"Ivanti, Inc.",www.payment.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1a329f7b579262be10fa6f840c8fafc,4c7bffb0a6e8c9f15724e0f1fae4427379d595057dc73d0c7248634a3d39559c,,ctls,csapi.ivanti.com,azure,443,https://csapi.ivanti.com:443,https,Microsoft-IIS/10.0,,GET,13.66.138.106,/,-1840324437,13.66.138.106,Windows Server,1,False,True,,,,,
derek.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1624,derek.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1970-01-01T00:00:00Z,2028-09-19T18:15:33Z,"CN=derek.csa.ivanti.com, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Copyright (C) 2020\, Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20210921121533, dnQualifier=20210921121533",derek.csa.ivanti.com,"Copyright (C) 2020, Ivanti, Inc.",192.168.122.1,"CN=Cloud Services Appliance, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20210917201118, dnQualifier=20210917201118",Cloud Services Appliance,"Ivanti, Inc.",716e7cd980bf32ae58e1130a21c5f8e9,d6292035fd5580cf736eff435e09701dfcecab1ce5269551395eb9e736c0da52,,ctls,derek.csa.ivanti.com,,443,https://derek.csa.ivanti.com:443,https,,text/html,GET,44.197.254.181,/,-1703592683,44.197.254.181,,50,False,,,,,,
derek.ivanti.com,,403,243,derek.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T00:00:00Z,2024-07-15T23:59:59Z,CN=derek.ivanti.com,derek.ivanti.com,,derek.ivanti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,62231a69832c11ea4d8957b973aeba97,8841e751a3c17057045bcc2f7624aa07b13f10581d4175d1b664b49007f2e239,,ctls,derek.ivanti.com,cloudfront,443,https://derek.ivanti.com:443,https,AmazonS3,application/xml,GET,18.66.147.29,/,191401014,2600:9000:225e:1800:e:c379:ce00:93a1,Amazon Web Services,2,False,True,,,,,
dev.vpn.ivanti.com,,200,315,dev.vpn.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-24T00:00:00Z,2024-05-23T23:59:59Z,"CN=dev.vpn.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",dev.vpn.ivanti.com,"Ivanti, Inc.",dev.vpn.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,78257a96710d6b1678250ba2889ca132,bd9a85375179e0361e8415a224754ed04e7ff8ddcaf78d6c52bf174fc37ea763,,ctls,dev.vpn.ivanti.com,,443,https://dev.vpn.ivanti.com:443,https,,text/html,GET,67.199.253.10,/,-1840324437,67.199.253.10,HSTS,9,False,,,,,,
download.ivanti.com,Ivanti Download Portal,200,85,download.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,download.ivanti.com,cloudflare,443,https://download.ivanti.com:443,https,cloudflare,text/html,GET,104.17.137.107,/,2023833223,2606:4700::6811:896b,Cloudflare,8,False,True,,,,,
download2.ivanti.com,Ivanti Download Portal,200,85,download.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,download.ivanti.com,cloudflare,443,https://download2.ivanti.com:443,https,cloudflare,text/html,GET,104.17.138.107,/,-694508202,2606:4700::6811:896b,Cloudflare,8,False,True,,,https://download.ivanti.com/,,
education.ivanti.com,Ivanti,200,64326,advantagelearning.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=advantagelearning.ivanti.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",advantagelearning.ivanti.com,"Cloudflare, Inc.",advantagelearning.ivanti.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fe1e4fb8423364ab0ba17c57679bddd8,ca34b787670cdcc29d7ae4b81c97197ebe462bece06c978454769d9bb140de36,,ctls,advantagelearning.ivanti.com,cloudflare,443,https://education.ivanti.com:443,https,cloudflare,text/html,GET,104.17.137.107,/,-1138756589,2606:4700::6811:8a6b,HSTS,145,False,True,,,https://advantagelearning.ivanti.com,,
elearning.ivanti.com,Resource not available,404,649,elearning.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-14T23:59:59Z,CN=*.learnupon.com,*.learnupon.com,,learnupon.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",6f725cf8d95dd89b1ec2d9de775a117a,a3078aeb0fe089f0986cb6483f8ea6cce5253f01bd71299db082ddba566348b8,True,ctls,elearning.ivanti.com,,443,https://elearning.ivanti.com:443,https,nginx,text/html,GET,52.208.10.241,/,1979059704,3.248.136.55,Nginx,26,False,,True,,,,
em.ivanti.com,,200,101,em.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,em.ivanti.com,cloudflare,443,https://em.ivanti.com:443,https,cloudflare,text/html,GET,104.17.137.107,/,-1840324437,2606:4700::6811:8a6b,Cloudflare,7,False,True,,,,,
enable.ivanti.com,Sign in to your account,200,42211,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,cloudflare,443,https://enable.ivanti.com:443,https,,text/html,GET,104.17.137.107,/,71122238,2606:4700::6811:8a6b,HSTS,95,False,True,,,https://login.microsoftonline.com:443/e5208e76-dd12-47f0-9541-c9b45afaffe6/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=C4703EF2C5705BD41D2EEC9A74FDFE55659AD953E182BE3A%2DDB15C2463E052793C14C07783630B1E0E05FB3503B3C6D763DB7BA8D1C500B4D&redirect%5Furi=https%3A%2F%2Flandeskinc%2Esharepoint%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=ad81c0a0%2Df0fd%2D3000%2Dba50%2D5849c700e7be&popupui=1,,
enterpriseregistration.ivanti.com,Service,404,1565,enterpriseregistration.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-17T10:06:53Z,2024-05-11T10:06:53Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,Microsoft Corporation,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 01, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 01,Microsoft Corporation,9c63f59aa24f3f22874d7ea3998b82bd,894d8730e2e4c7c06b0d207438c8957cbd4aaae151221772f9a4db78085bdfc6,True,ctls,enterpriseregistration.ivanti.com,azure,443,https://enterpriseregistration.ivanti.com:443,https,,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,HSTS,14,False,True,True,,,,
everywhere.ivanti.com,,200,1935,ivantieverywhere.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-07T00:00:00Z,2024-06-05T23:59:59Z,"CN=fra.edge.my.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",fra.edge.my.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f4ea59c6a234a210821ec8d42409128e,1782dad175e39916856871b541adbd6465f663b9228d0a1df0220435abddb9c9,True,ctls,ivantieverywhere.my.salesforce.com,,443,https://everywhere.ivanti.com:443,https,sfdcedge,text/html,GET,107.170.196.140,/,444996671,107.170.196.140,HSTS,51,False,,,,https://ivantieverywhere.my.salesforce.com/visualforce/session?url=https%3A%2F%2Fivantieverywhere.lightning.force.com%2Fvisualforce%2Fsession%3Furl%3Dhttps%253A%252F%252Fivantieverywhere--simpplr.vf.force.com%252Fapex%252Fsimpplr__app,,
forum.ivanti.com,Ivanti Community,200,434907,forums.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=forums.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",forums.ivanti.com,"Ivanti, Inc.",forums.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1c99ff3cea93dcbea742cc83436e504c,d8441c29a7d6fd1bdf9d05711c60604ef3954f70936a3f17e5442b9d797cc119,,ctls,forums.ivanti.com,cloudflare,443,https://forum.ivanti.com:443,https,sfdcedge,text/html,GET,104.17.138.107,/,1157094477,2606:4700::6811:896b,HSTS,621,False,True,,https://fast.wistia.net,https://forums.ivanti.com/s/?language=en_US,,
forums.ivanti.com,Ivanti Community,200,434907,forums.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=forums.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",forums.ivanti.com,"Ivanti, Inc.",forums.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1c99ff3cea93dcbea742cc83436e504c,d8441c29a7d6fd1bdf9d05711c60604ef3954f70936a3f17e5442b9d797cc119,,ctls,forums.ivanti.com,,443,https://forums.ivanti.com:443,https,sfdcedge,text/html,GET,85.222.140.13,/,1157094477,85.222.140.6,HSTS,621,False,,,https://stats.g.doubleclick.net,https://forums.ivanti.com/s/?language=en_US,,
go.ivanti.com,Ivanti - Everywhere Work. Elevated.,200,26800,www.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,www.ivanti.com,cloudflare,443,https://go.ivanti.com:443,https,cloudflare,text/html,GET,104.17.137.107,/,1678320265,2606:4700::6811:8a6b,HSTS,196,False,True,,https://dash.cloudflare.com,https://www.ivanti.com/,,
gslinki.ivanti.com,404 Not Found,404,162,gslinki.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,gslinki.ivanti.com,,443,https://gslinki.ivanti.com:443,https,nginx,text/html,GET,167.89.118.83,/,190856733,167.89.123.54,Nginx,8,False,,True,,,,
hackathon.ivanti.com,Sign in ・ Cloudflare Access,200,30844,ivanti.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ivanti.cloudflareaccess.com,cloudflare,443,https://hackathon.ivanti.com:443,https,cloudflare,text/html,GET,104.17.137.107,/,-1393487017,2606:4700::6811:896b,HSTS,67,False,True,,https:,https://ivanti.cloudflareaccess.com/cdn-cgi/access/login/hackathon.ivanti.com?kid=d0c813044398ae76983b3ae54b602244180f2380a15be1e6f108725d6762e73d&redirect_url=%2F&meta=eyJraWQiOiI3ODhmODRhYzIzZDY5MTgyZDYxYjFkZDMyNmYyMGRjZDQzYzVjMGU4OWY4YjBkMzM3MTM1ZTdiMGU2NzI0OGRhIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Nzc1MzE4OSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImQwYzgxMzA0NDM5OGFlNzY5ODNiM2FlNTRiNjAyMjQ0MTgwZjIzODBhMTViZTFlNmYxMDg3MjVkNjc2MmU3M2QiLCJob3N0bmFtZSI6ImhhY2thdGhvbi5pdmFudGkuY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6ImE0MjUwZDQxN2M3NjJkOTg2ZjZjZDJiYWViNTQ1Y2U2ZDAxYzkzNmE5Mzg2NDcxMDIzMWNjODZhMDJiNjgwNGUiLCJuYmYiOjE2ODc3NTMxODksImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.E6hBN6XlOKWqCM0MxmFMUa_kH0WRsYvCg4fnRrTQVDc3nbpEyGOFy_kvg1DCk5N7bUUEsHJ7l6Gh3Zz-cN-gTRBSp6qUoVnzNQNXUTgiFBkehKDYdUaoK7QOcCcx0fZr4mz8IJE1uh_P8L8aneDDFIdMsLKjHiMHdkO0qN6bPFP52ea6HHGAGMMWWuzs1i-rLGSQtLg6xJCO3w2009KxpQ6ijoDmZmeq17COGHa27yQ1lcLxsbDa5Wkgby8V49A8fvm5e8Wz8NHBWvcXD4jwpvFLXL5A_vUyu1iPABYzLW64jPmGxNOxFQ-yvLEX_LTHXPF795a0hZUmEykEdw1fLw,,
